timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-30T15:47:00.000Z";"2023-09-11T20:02:00.000Z";1645.5813232205;1692.5311645215;1533.4267290521;1671.1618111903;134781867368;200935981760.42;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-02T01:34:00.000Z";"2023-08-17T21:45:00.000Z";1856.1901659675;1877.5115199178;1551.7132501336;1645.6391241321;168678383228.79;197831661218.49;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-14T01:07:00.000Z";"2023-07-07T00:04:00.000Z";1933.3238877329;2026.2049230768;1832.0254181354;1856.1623397384;177596680398.02;223070797299.17;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-30T17:45:00.000Z";"2023-06-15T09:32:00.000Z";1873.9147321964;1945.2743126905;1624.1383321295;1933.1889822154;206194132395.61;232408283870.42;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-06T00:37:00.000Z";"2023-05-12T05:53:00.000Z";1868.8910607926;2017.55948262;1742.4037545434;1874.1304352123;202326166172.3;225361512775.62;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-16T19:33:00.000Z";"2023-04-03T01:48:00.000Z";1821.7043535926;2137.4451201451;1765.5188951201;1876.9243269741;6539641957.29;225975170377.92;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-23T15:18:00.000Z";"2023-03-10T10:49:00.000Z";1606.0403815803;1853.8880031017;1378.5254019388;1822.0221185209;9149379763.25;219476732219.84;"2023-03-31T23:59:59.999Z"
"2023-02-01T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-16T16:06:00.000Z";"2023-02-13T16:40:00.000Z";1586.4881051415;1732.8010975279;1470.0239826862;1605.8951307949;6323676957.26;196519595895.71;"2023-02-28T23:59:59.999Z"
"2023-01-01T00:00:00.000Z";"2023-01-31T23:59:59.999Z";"2023-01-21T10:23:00.000Z";"2023-01-01T04:51:00.000Z";1196.7136705721;1674.1792675335;1192.8854356728;1586.5353739335;6585191018.9;194150467599.55;"2023-01-31T23:59:59.999Z"
"2022-12-01T00:00:00.000Z";"2022-12-31T23:59:59.999Z";"2022-12-14T18:41:00.000Z";"2022-12-19T22:38:00.000Z";1295.7695043818;1346.174482644;1160.377253593;1196.7712389628;3018513333.04;146453523490.15;"2022-12-31T23:59:59.999Z"
"2022-11-01T00:00:00.000Z";"2022-11-30T23:59:59.999Z";"2022-11-04T14:44:00.000Z";"2022-11-22T10:03:00.000Z";1572.6453605386;1661.3346634557;1081.1382441004;1295.6886059154;9836925303.83;158558424120.23;"2022-11-30T23:59:59.999Z"
"2022-10-01T00:00:00.000Z";"2022-10-31T23:59:59.999Z";"2022-10-29T17:53:00.000Z";"2022-10-13T12:38:00.000Z";1328.1937206528;1652.3822187455;1209.2781567993;1572.7144656013;19306919713.92;192459145336.4;"2022-10-31T23:59:59.999Z"
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-10T23:37:00.000Z";"2022-09-21T22:20:00.000Z";1553.7563911596;1784.4977849581;1229.4267080593;1327.9786375008;14250100093.1;162806430080.61;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-14T07:55:00.000Z";"2022-08-29T00:22:00.000Z";1681.4455627267;2022.7915557482;1427.728355783;1553.6849376151;20591680941.01;189843590076.15;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-28T20:43:00.000Z";"2022-07-13T13:34:00.000Z";1068.3168180002;1774.5764401636;1019.2203189881;1681.5173192968;14200735369.87;204771722888.53;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T13:34:00.000Z";"2022-06-18T20:52:00.000Z";1942.0506177248;1965.1665820077;896.1090090893;1067.2987999238;16350755497;129526314725.35;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-04T19:15:00.000Z";"2022-05-27T23:43:00.000Z";2729.9941987023;2956.6868876721;1721.2647487201;1942.3279982558;18363115559.73;235021820715.09;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-03T22:43:00.000Z";"2022-04-30T23:51:00.000Z";3282.57616759;3573.9602434336;2727.4063382467;2730.1868219832;13520941867.26;329245687214.6;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-29T12:23:00.000Z";"2022-03-07T20:05:00.000Z";2919.7758779522;3470.1863042731;2455.5937269856;3281.6428781566;17685495685.68;394425928251.04;"2022-03-31T23:59:59.999Z"
"2022-02-01T00:00:00.000Z";"2022-02-28T23:59:59.999Z";"2022-02-10T11:39:00.000Z";"2022-02-24T07:37:00.000Z";2687.8989516973;3271.3161539173;2308.914730637;2919.2012286555;19266124733.01;349638704203.76;"2022-02-28T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-31T23:59:59.999Z";"2022-01-04T15:05:00.000Z";"2022-01-24T14:13:00.000Z";3683.0471559386;3876.7850857924;2172.3011525157;2688.2789217993;13778234613.69;320959888865.31;"2022-01-31T23:59:59.999Z"
"2021-12-01T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-01T07:47:08.000Z";"2021-12-04T05:28:02.000Z";4623.6794442015;4780.7324839017;3525.4940537032;3682.6329054434;14157285267.65;438128003490.89;"2021-12-31T23:59:59.999Z"
"2021-11-01T00:00:00.000Z";"2021-11-30T23:59:59.999Z";"2021-11-16T07:26:06.000Z";"2021-11-26T12:14:02.000Z";4288.2174696576;4891.7046975514;3933.5064907621;4631.4787953361;28626354110.88;549085770690.68;"2021-11-30T23:59:59.999Z"
"2021-10-01T00:00:00.000Z";"2021-10-31T23:59:59.999Z";"2021-10-29T16:07:02.000Z";"2021-10-01T03:49:02.000Z";3001.1293058231;4455.7353969388;2978.6544151669;4288.0744524723;17498160237.85;506663636947.23;"2021-10-31T23:59:59.999Z"
"2021-09-01T00:00:00.000Z";"2021-09-30T23:59:59.999Z";"2021-09-03T14:35:03.000Z";"2021-09-21T21:20:08.000Z";3430.76234307;4022.46935966;2676.407414784;3001.6790517388;17661065099.26;353421264860.04;"2021-09-30T23:59:59.999Z"
"2021-08-01T00:00:00.000Z";"2021-08-31T23:59:59.999Z";"2021-08-31T14:03:46.000Z";"2021-08-03T07:03:07.000Z";2530.46279155;3466.9922831;2449.35353558;3433.73278118;27280502987.45;402902770209.73;"2021-08-31T23:59:59.999Z"
