timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-19T16:15:00.000Z";"2023-09-11T19:56:00.000Z";63.9460694417;68.2628833035;58.0382289411;66.0696462842;7591830884.56;4870111428.3;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-02T00:07:00.000Z";"2023-08-17T21:46:00.000Z";92.2442615615;94.3130064903;61.7561093258;63.9513755947;12939544498.11;4707030795;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-03T01:37:00.000Z";"2023-07-24T15:16:00.000Z";108.2017460225;114.4970625976;88.2190184442;92.2431302365;21372149465.84;6778477360.46;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-30T17:28:00.000Z";"2023-06-14T21:01:00.000Z";90.5374771125;110.7952558613;72.0231082865;108.1653290375;18937123103.78;7924370664.94;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-17T19:21:00.000Z";"2023-05-08T18:09:00.000Z";88.5123267783;94.8733723982;76.8254727954;90.5390057079;15901706963.28;6613403720.53;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-18T12:01:00.000Z";"2023-04-21T22:05:00.000Z";89.6864407492;103.0496027279;84.8950774377;88.5336185448;364294782.21;6447081343.84;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-02T00:25:00.000Z";"2023-03-11T08:12:00.000Z";93.7953688471;98.1162909067;66.6781644829;89.6841256752;452243260.74;6511493687.03;"2023-03-31T23:59:59.999Z"
"2023-02-01T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-16T17:07:00.000Z";"2023-02-13T18:01:00.000Z";94.2973844875;104.4801705498;88.8495285819;93.7927759922;409490427.28;6788906586.42;"2023-02-28T23:59:59.999Z"
"2023-01-01T00:00:00.000Z";"2023-01-31T23:59:59.999Z";"2023-01-29T21:31:00.000Z";"2023-01-01T05:25:00.000Z";70.0028224668;97.4608756305;69.2348827248;94.308113657;786998061.93;6807111614.51;"2023-01-31T23:59:59.999Z"
"2022-12-01T00:00:00.000Z";"2022-12-31T23:59:59.999Z";"2022-12-05T08:28:00.000Z";"2022-12-19T22:38:00.000Z";79.291129071;83.8238930774;61.8608108061;69.9962183854;367586009.18;5036500356.72;"2022-12-31T23:59:59.999Z"
"2022-11-01T00:00:00.000Z";"2022-11-30T23:59:59.999Z";"2022-11-23T04:02:00.000Z";"2022-11-09T23:08:00.000Z";55.0856134908;81.5634349464;49.3319556232;79.2977033301;730020088.19;5687898868.67;"2022-11-30T23:59:59.999Z"
"2022-10-01T00:00:00.000Z";"2022-10-31T23:59:59.999Z";"2022-10-26T10:49:00.000Z";"2022-10-13T13:34:00.000Z";53.4030408617;57.4550906058;48.8717181257;55.0844351574;530884509.84;3939048365.06;"2022-10-31T23:59:59.999Z"
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-13T12:16:00.000Z";"2022-09-19T07:28:00.000Z";53.8583640923;67.0663685005;50.428389438;53.3970358658;412604498.87;3806393350.21;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-14T16:24:00.000Z";"2022-08-27T05:46:00.000Z";59.9156208706;65.6277031209;52.1168390383;53.8566613901;439496760.46;3827402071.85;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-29T05:49:00.000Z";"2022-07-13T13:34:00.000Z";53.6990308829;64.3051196752;46.6629962578;59.9095089638;502294494.73;4244150997.88;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T00:49:00.000Z";"2022-06-14T02:07:00.000Z";68.4170218775;70.0764271537;40.6804041785;53.6484275704;632075267.71;3788572489.79;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-04T20:31:00.000Z";"2022-05-12T07:19:00.000Z";96.1678712642;106.8040901149;55.3225473429;68.4113859248;532691934.51;4816685345.7;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-03T22:41:00.000Z";"2022-04-30T23:13:00.000Z";123.731699786;129.3058318876;95.9476291376;96.165987802;604900808.42;6749500613.23;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-30T18:16:00.000Z";"2022-03-07T20:10:00.000Z";113.4760807435;133.9067796485;97.2369498327;123.7160109563;1352615724;8656106959.07;"2022-03-31T23:59:59.999Z"
"2022-02-01T00:00:00.000Z";"2022-02-28T23:59:59.999Z";"2022-02-10T11:43:00.000Z";"2022-02-24T10:31:00.000Z";109.5894432137;143.2329009055;92.6126127786;113.4745786587;930577762.82;7913795841.82;"2022-02-28T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-31T23:59:59.999Z";"2022-01-17T15:01:00.000Z";"2022-01-24T13:08:00.000Z";146.5368663005;153.1428872887;98.6652245996;109.5877033068;691404381.29;7620639244.65;"2022-01-31T23:59:59.999Z"
