timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-11T03:37:00.000Z";"2023-09-25T11:37:00.000Z";0.1149930722;0.1343564407;0.1109649954;0.1123306403;2685829027.97;3117413416.8;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-02T00:28:00.000Z";"2023-08-17T21:46:00.000Z";0.1503640685;0.1543958882;0.1075536289;0.114984803;3355991062.1;3154717234.12;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-13T18:26:00.000Z";"2023-07-07T12:30:00.000Z";0.1106889345;0.1830176464;0.0951467408;0.1503636024;7219956374.83;4105882027.21;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-30T10:31:00.000Z";"2023-06-15T17:41:00.000Z";0.0925813074;0.1163874103;0.07534838;0.1106951965;1850455924.19;2991496037.37;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-06T00:41:00.000Z";"2023-05-25T01:31:00.000Z";0.0946453744;0.0947570888;0.0857036337;0.0925776793;1162325242.92;2483002999.54;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-01T00:14:00.000Z";"2023-04-26T20:04:00.000Z";0.1121009566;0.1138424026;0.0911245227;0.0946479408;31657551.3;2533555083.97;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-31T05:25:00.000Z";"2023-03-10T10:43:00.000Z";0.0870400841;0.1127362955;0.0747780164;0.1120837258;202981746.4;2987529669.73;"2023-03-31T23:59:59.999Z"
"2023-02-01T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-21T08:13:00.000Z";"2023-02-13T09:26:00.000Z";0.0907372267;0.0977107754;0.0823885978;0.087033682;52625408.11;2299785289.78;"2023-02-28T23:59:59.999Z"
"2023-01-01T00:00:00.000Z";"2023-01-31T23:59:59.999Z";"2023-01-24T08:57:00.000Z";"2023-01-01T01:06:00.000Z";0.0711438329;0.0959559079;0.0708407782;0.0907469297;57213806.38;2385109878.03;"2023-01-31T23:59:59.999Z"
"2022-12-01T00:00:00.000Z";"2022-12-31T23:59:59.999Z";"2022-12-01T00:13:00.000Z";"2022-12-29T20:40:00.000Z";0.0897997937;0.0899851825;0.0708629627;0.0711473536;32982438.87;1857625608.43;"2022-12-31T23:59:59.999Z"
"2022-11-01T00:00:00.000Z";"2022-11-30T23:59:59.999Z";"2022-11-05T18:20:00.000Z";"2022-11-09T21:32:00.000Z";0.1114122983;0.1162632419;0.0817661581;0.0897958577;60809850.84;2308754286.94;"2022-11-30T23:59:59.999Z"
"2022-10-01T00:00:00.000Z";"2022-10-31T23:59:59.999Z";"2022-10-09T19:04:00.000Z";"2022-10-13T10:38:00.000Z";0.1144389074;0.1292685634;0.1073781607;0.1114156541;89219495.23;2853661233.36;"2022-10-31T23:59:59.999Z"
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-23T05:23:00.000Z";"2022-09-07T02:41:00.000Z";0.1042847752;0.1323483294;0.0990072059;0.1144313773;198066092.44;2915485414.7;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-08T16:34:00.000Z";"2022-08-30T17:46:00.000Z";0.1177885611;0.1375457357;0.1008641349;0.1042756871;91852590;2636240557.74;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-30T17:07:00.000Z";"2022-07-13T13:34:00.000Z";0.1120302116;0.1249239261;0.0992768635;0.1177867417;193432151.09;2963731188.77;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T00:04:00.000Z";"2022-06-14T02:07:00.000Z";0.1501923922;0.1505981245;0.1008009446;0.1119507467;191365275.06;2802359318.03;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-05T03:04:00.000Z";"2022-05-12T05:17:00.000Z";0.1693352449;0.1873877739;0.1066674454;0.1501880283;361759576.67;3743701988.12;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-03T22:49:00.000Z";"2022-04-30T23:41:00.000Z";0.2283166618;0.2380572033;0.1685904114;0.169378894;228819322.45;4198092385.78;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-31T13:07:00.000Z";"2022-03-07T20:05:00.000Z";0.1968844699;0.2408545865;0.1677272436;0.2282771008;519581166.85;5640471173.12;"2022-03-31T23:59:59.999Z"
"2022-02-01T00:00:00.000Z";"2022-02-28T23:59:59.999Z";"2022-02-08T06:13:00.000Z";"2022-02-24T07:37:00.000Z";0.199829043;0.2561577187;0.1629585958;0.196886645;346438962.75;4911131378.48;"2022-02-28T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-31T23:59:59.999Z";"2022-01-03T00:26:00.000Z";"2022-01-22T10:14:00.000Z";0.2674076142;0.2956401571;0.1720942239;0.1998336189;237552708.95;4963048701.77;"2022-01-31T23:59:59.999Z"
"2021-12-01T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-03T11:03:07.000Z";"2021-12-04T05:47:07.000Z";0.3356841462;0.3632328955;0.232115603;0.2673941144;336363186.31;6615064025.72;"2021-12-31T23:59:59.999Z"
"2021-11-01T00:00:00.000Z";"2021-11-30T23:59:59.999Z";"2021-11-10T16:48:06.000Z";"2021-11-28T18:40:07.000Z";0.372833102;0.440270416;0.3026717248;0.3361642881;765495934.15;8186695291.23;"2021-11-30T23:59:59.999Z"
"2021-10-01T00:00:00.000Z";"2021-10-31T23:59:59.999Z";"2021-10-16T19:56:06.000Z";"2021-10-01T04:50:06.000Z";0.2789895767;0.419768892;0.2759397099;0.3728507754;1141283804.19;9017563593.04;"2021-10-31T23:59:59.999Z"
"2021-09-01T00:00:00.000Z";"2021-09-30T23:59:59.999Z";"2021-09-06T22:27:24.000Z";"2021-09-28T23:51:06.000Z";0.34025561;0.43112873;0.2553435081;0.2788109888;422507687.64;6623693856.62;"2021-09-30T23:59:59.999Z"
